,tokenId,priceETH,timestamp
810,7581,4.5,2021-11-12
811,3451,7.2,2021-08-29
812,6345,7.99,2021-08-29
813,4528,8.88,2021-11-15
814,5199,4.8,2021-11-13
815,2068,6.3,2021-09-03
816,5812,4.3,2021-09-05
817,17398,9.489,2021-12-26
818,24280,3.9,2021-11-03
819,988,8.23,2021-12-17
820,15994,5.77,2021-11-13
821,20654,5.9,2021-11-13
822,6253,7,2021-08-29
823,8483,5.45,2021-08-29
824,2734,15.94,2022-01-02
825,1253,15,2021-11-22
826,1348,3.943780415526124,2021-09-29
827,790,5.3,2021-09-01
828,2742,9.32,2021-12-10
829,28310,5.36,2021-09-01
830,28418,14.999,2022-01-01
831,1439,3.95,2021-09-16
832,10342,14.99,2022-01-12
833,9398,8.88,2021-08-29
834,4703,6,2021-12-01
835,4365,6.9,2021-09-19
836,15940,4,2021-09-04
837,17022,4.33,2021-09-02
838,161,7.9,2021-08-29
839,3106,6,2021-12-18
840,15838,7.2,2021-12-20
841,3684,5.25,2021-08-29
842,2722,4.2,2021-10-06
843,5367,11.97,2021-08-31
844,10424,16,2022-01-02
845,3625,7,2021-08-29
846,2279,10,2021-11-15
847,1268,6,2021-09-05
848,21122,19.37,2022-02-07
849,715,7.489,2021-08-30
850,3356,20,2022-01-19
851,14730,15.74,2022-01-22
852,6081,13.9969,2021-11-14
853,5323,4.325,2021-10-08
854,19042,4.85,2021-09-09
855,2701,3.8,2021-09-21
856,24222,4.75,2021-09-16
857,19352,3.99,2021-11-10
858,4353,6.5,2021-08-29
859,6919,4.5,2021-09-09
860,4093,15.5,2022-01-20
861,8721,14.56789,2022-01-14
862,8402,7,2021-08-30
863,934,23.9,2022-01-30
864,1396,11.69,2021-12-29
865,9411,8.7,2021-08-29
866,7526,4.5,2021-09-16
867,8399,4.5,2021-11-12
868,5588,6.5,2021-11-22
869,20252,29.49,2022-02-06
870,2938,4.739,2021-09-28
871,8811,7.399,2021-11-13
872,21118,11.8,2022-01-01
873,7877,8,2021-08-29
874,6132,4.23,2021-09-10
875,3559,13.6,2021-12-27
876,9607,19.69,2022-01-17
877,7750,5.5,2021-08-29
878,7071,9.5,2021-08-29
879,3744,9.99,2021-12-21
880,7548,13,2021-08-29
881,7606,7,2021-11-17
882,9307,6.9,2021-11-29
883,4563,20.5,2022-01-28
884,167,15.99,2022-01-03
885,8614,4,2021-08-29
886,4388,12.75,2021-09-06
887,23926,8.1,2021-12-24
888,6980,6.99,2021-08-29
889,24442,3.451,2021-10-20
